C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/08/01,04:40:00,0000000273596341,,0000000273596339
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 17:30:00",5404,"2016/07/31 17:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 18:00:00",5845,"2016/07/31 18:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 18:30:00",6133,"2016/07/31 18:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 19:00:00",6161,"2016/07/31 19:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 19:30:00",6080,"2016/07/31 19:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 20:00:00",5981,"2016/07/31 20:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 20:30:00",5876,"2016/07/31 20:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 21:00:00",5760,"2016/07/31 21:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 21:30:00",5594,"2016/07/31 21:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 22:00:00",5404,"2016/07/31 22:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 22:30:00",5222,"2016/07/31 22:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 23:00:00",5109,"2016/07/31 23:00:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/31 23:30:00",5282,"2016/07/31 23:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 00:00:00",5324,"2016/08/01 00:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 00:30:00",5144,"2016/08/01 00:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 01:00:00",4969,"2016/08/01 01:00:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 01:30:00",4770,"2016/08/01 01:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 02:00:00",4400,"2016/08/01 02:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 02:30:00",4439,"2016/08/01 02:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 03:00:00",4340,"2016/08/01 03:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 03:30:00",4262,"2016/08/01 03:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/08/01 04:00:00",4212,"2016/08/01 04:00:44"
C,"END OF REPORT",243
