C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/07/26,04:40:00,0000000273415347,,0000000273415345
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 13:30:00",5832,"2016/07/25 13:30:38"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 14:00:00",5889,"2016/07/25 14:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 14:30:00",5951,"2016/07/25 14:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 15:00:00",6014,"2016/07/25 15:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 15:30:00",6139,"2016/07/25 15:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 16:00:00",6300,"2016/07/25 16:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 16:30:00",6496,"2016/07/25 16:30:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 17:00:00",6699,"2016/07/25 17:00:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 17:30:00",6868,"2016/07/25 17:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 18:00:00",7147,"2016/07/25 18:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 18:30:00",7222,"2016/07/25 18:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 19:00:00",7236,"2016/07/25 19:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 19:30:00",7113,"2016/07/25 19:30:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 20:00:00",7067,"2016/07/25 20:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 20:30:00",7032,"2016/07/25 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 21:00:00",6846,"2016/07/25 21:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 21:30:00",6660,"2016/07/25 21:30:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 22:00:00",6522,"2016/07/25 22:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 22:30:00",6354,"2016/07/25 22:31:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 23:00:00",6224,"2016/07/25 23:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/25 23:30:00",6075,"2016/07/25 23:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 00:00:00",5869,"2016/07/26 00:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 00:30:00",5637,"2016/07/26 00:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 01:00:00",5449,"2016/07/26 01:00:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 01:30:00",5281,"2016/07/26 01:31:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 02:00:00",5182,"2016/07/26 02:00:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 02:30:00",5114,"2016/07/26 02:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 03:00:00",5078,"2016/07/26 03:01:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 03:30:00",5042,"2016/07/26 03:30:50"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 04:00:00",5069,"2016/07/26 04:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 04:30:00",1273,"2016/07/25 04:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 05:00:00",1275,"2016/07/25 05:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 05:30:00",1287,"2016/07/25 05:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 06:00:00",1324,"2016/07/25 06:00:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 06:30:00",1370,"2016/07/25 06:31:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 07:00:00",1495,"2016/07/25 07:00:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 07:30:00",1641,"2016/07/25 07:30:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 08:00:00",1787,"2016/07/25 08:01:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 08:30:00",1885,"2016/07/25 08:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 09:00:00",1903,"2016/07/25 09:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 09:30:00",1852,"2016/07/25 09:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 10:00:00",1817,"2016/07/25 10:00:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 10:30:00",1728,"2016/07/25 10:30:29"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 11:00:00",1762,"2016/07/25 11:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 11:30:00",1776,"2016/07/25 11:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 12:00:00",1794,"2016/07/25 12:00:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 12:30:00",1828,"2016/07/25 12:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 13:00:00",1861,"2016/07/25 13:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 13:30:00",1883,"2016/07/25 13:30:38"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 14:00:00",1927,"2016/07/25 14:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 14:30:00",1951,"2016/07/25 14:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 15:00:00",1950,"2016/07/25 15:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 15:30:00",1982,"2016/07/25 15:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 16:00:00",2020,"2016/07/25 16:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 16:30:00",2062,"2016/07/25 16:30:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 17:00:00",2095,"2016/07/25 17:00:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 17:30:00",2153,"2016/07/25 17:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 18:00:00",2255,"2016/07/25 18:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 18:30:00",2355,"2016/07/25 18:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 19:00:00",2370,"2016/07/25 19:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 19:30:00",2332,"2016/07/25 19:30:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 20:00:00",2272,"2016/07/25 20:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 20:30:00",2221,"2016/07/25 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 21:00:00",2163,"2016/07/25 21:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 21:30:00",2102,"2016/07/25 21:30:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 22:00:00",2011,"2016/07/25 22:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 22:30:00",1904,"2016/07/25 22:31:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 23:00:00",1799,"2016/07/25 23:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/25 23:30:00",1701,"2016/07/25 23:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 00:00:00",1878,"2016/07/26 00:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 00:30:00",1785,"2016/07/26 00:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 01:00:00",1708,"2016/07/26 01:00:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 01:30:00",1609,"2016/07/26 01:31:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 02:00:00",1531,"2016/07/26 02:00:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 02:30:00",1457,"2016/07/26 02:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 03:00:00",1400,"2016/07/26 03:01:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 03:30:00",1340,"2016/07/26 03:30:50"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/07/26 04:00:00",1314,"2016/07/26 04:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 04:30:00",1096,"2016/07/25 04:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 05:00:00",1105,"2016/07/25 05:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 05:30:00",1117,"2016/07/25 05:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 06:00:00",1163,"2016/07/25 06:00:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 06:30:00",1234,"2016/07/25 06:31:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 07:00:00",1322,"2016/07/25 07:00:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 07:30:00",1434,"2016/07/25 07:30:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 08:00:00",1515,"2016/07/25 08:01:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 08:30:00",1544,"2016/07/25 08:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 09:00:00",1542,"2016/07/25 09:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 09:30:00",1508,"2016/07/25 09:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 10:00:00",1446,"2016/07/25 10:00:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 10:30:00",1389,"2016/07/25 10:30:29"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 11:00:00",1359,"2016/07/25 11:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 11:30:00",1339,"2016/07/25 11:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 12:00:00",1331,"2016/07/25 12:00:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 12:30:00",1325,"2016/07/25 12:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 13:00:00",1307,"2016/07/25 13:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 13:30:00",1285,"2016/07/25 13:30:38"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 14:00:00",1264,"2016/07/25 14:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 14:30:00",1260,"2016/07/25 14:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 15:00:00",1283,"2016/07/25 15:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 15:30:00",1304,"2016/07/25 15:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 16:00:00",1319,"2016/07/25 16:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 16:30:00",1351,"2016/07/25 16:30:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 17:00:00",1402,"2016/07/25 17:00:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 17:30:00",1476,"2016/07/25 17:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 18:00:00",1552,"2016/07/25 18:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 18:30:00",1543,"2016/07/25 18:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 19:00:00",1526,"2016/07/25 19:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 19:30:00",1505,"2016/07/25 19:30:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 20:00:00",1471,"2016/07/25 20:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 20:30:00",1451,"2016/07/25 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 21:00:00",1416,"2016/07/25 21:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 21:30:00",1369,"2016/07/25 21:30:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 22:00:00",1335,"2016/07/25 22:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 22:30:00",1302,"2016/07/25 22:31:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 23:00:00",1258,"2016/07/25 23:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/25 23:30:00",1201,"2016/07/25 23:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 00:00:00",1180,"2016/07/26 00:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 00:30:00",1170,"2016/07/26 00:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 01:00:00",1141,"2016/07/26 01:00:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 01:30:00",1133,"2016/07/26 01:31:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 02:00:00",1128,"2016/07/26 02:00:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 02:30:00",1124,"2016/07/26 02:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 03:00:00",1119,"2016/07/26 03:01:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 03:30:00",1118,"2016/07/26 03:30:50"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/07/26 04:00:00",1122,"2016/07/26 04:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 04:30:00",4397,"2016/07/25 04:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 05:00:00",4460,"2016/07/25 05:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 05:30:00",4644,"2016/07/25 05:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 06:00:00",4922,"2016/07/25 06:00:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 06:30:00",5454,"2016/07/25 06:31:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 07:00:00",5993,"2016/07/25 07:00:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 07:30:00",6374,"2016/07/25 07:30:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 08:00:00",6774,"2016/07/25 08:01:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 08:30:00",6955,"2016/07/25 08:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 09:00:00",6942,"2016/07/25 09:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 09:30:00",6943,"2016/07/25 09:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 10:00:00",6853,"2016/07/25 10:00:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 10:30:00",6758,"2016/07/25 10:30:29"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 11:00:00",6641,"2016/07/25 11:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 11:30:00",6519,"2016/07/25 11:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 12:00:00",6477,"2016/07/25 12:00:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 12:30:00",6393,"2016/07/25 12:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 13:00:00",6283,"2016/07/25 13:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 13:30:00",6294,"2016/07/25 13:30:38"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 14:00:00",6268,"2016/07/25 14:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 14:30:00",6352,"2016/07/25 14:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 15:00:00",6399,"2016/07/25 15:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 15:30:00",6366,"2016/07/25 15:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 16:00:00",6445,"2016/07/25 16:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 16:30:00",6653,"2016/07/25 16:30:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,VIC1,"2016/07/25 17:00:00",6899,"2016/07/25 17:00:20"
